,sub,onset,offset,cat,tier,group,Group,latency,latency group
285,64,48.037,50.967,da che andiamo veloci [verso cavallo] (W OP) ,Caregiver voc,,2.0,2.804000000000002,infant-cg
286,1002,48.163,49.724,È un ordinatone!  (RA),Caregiver voc,,3.0,1.4239999999999995,within person
287,61,48.3,49.413,xxx,Infant voc,,2.0,0.9449999999999932,cg-infant
288,18,48.468,49.809,chi è questa amore? (QE NE),Caregiver voc,,1.0,1.3350000000000009,infant-cg
289,1004,48.474,49.201,gira (C),Caregiver voc,,3.0,0.6779999999999973,within person
290,60,48.523,51.032,cosa sta facendo l’elefante?	(QE),Caregiver voc,,2.0,2.391999999999996,within person
291,21,48.64,49.394,e questo? (QE),Caregiver voc,,1.0,0.6159999999999997,within person
292,1001,48.778,49.524,mm,Infant voc,,3.0,0.7360000000000042,cg-infant
293,65,48.788,50.879,xxx,Caregiver voc,,2.0,1.9720000000000013,infant-cg
294,65,48.907,49.185,ci,Infant voc,,2.0,-0.09299999999999642,cg-infant
295,1,49.278,50.128,la bambolina? (QE),Caregiver voc,,1.0,0.7820000000000036,infant-cg
296,1007,49.346,50.813,Vanno a scuola (RE),Caregiver voc,,3.0,1.436,within person
297,1007,49.377,49.859,xxx,Infant voc,,3.0,0.3299999999999983,cg-infant
298,59,49.529,55.176,"prima apri guarda, metti tu metti tu Gioia (DA DA DA C NE)",Caregiver voc,,2.0,5.324000000000005,infant-cg
299,61,49.852,50.314,xxx,Infant voc,,2.0,0.4309999999999974,cg-infant
300,1004,49.883,51.701,ecco posiamo il cucchiaino (C W),Caregiver voc,,3.0,1.4990000000000023,infant-cg
301,1,50.202,50.858,sì (CW),Infant voc,,1.0,0.607999999999997,cg-infant
302,1002,50.25,52.001,(bambino mette a posto la coperta) più delle sorelle! (RA),Caregiver voc,,3.0,1.661999999999999,infant-cg
303,61,50.339,51.369,ha giocato prima	(RA),Caregiver voc,,2.0,0.9339999999999975,within person
304,52,50.435,51.007,xxx,Infant voc,,2.0,0.3819999999999979,cg-infant
305,18,50.625,51.804,chi è questa? (QE),Caregiver voc,,1.0,1.1060000000000016,infant-cg
306,21,50.698,51.112,xxx,Caregiver voc,,1.0,0.3240000000000052,within person
307,10,50.788,51.916,peppe@c.,Infant voc,,1.0,0.9420000000000002,cg-infant
308,64,50.974,53.655,"mi fai sentire come fai il cavalluccio, Francesco (QA NC)  ",Caregiver voc,,2.0,2.584000000000003,infant-cg
309,22,51.071,54.389," vediamo, vediamo questo a cosa serve (W)",Caregiver voc,,1.0,3.247,within person
310,52,51.142,52.269,ti aiuto (RM),Caregiver voc,,2.0,1.0749999999999957,within person
311,1,51.194,52.126,sì (C),Caregiver voc,,1.0,0.722999999999999,within person
312,1001,51.403,52.292,Ettore (NC),Caregiver voc,,3.0,0.8070000000000022,within person
313,21,51.485,52.605,xxx,Caregiver voc,,1.0,0.9229999999999947,within person
314,1007,51.682,52.243,Vedi (DA),Caregiver voc,,3.0,0.3890000000000029,within person
315,10,51.854,52.865,le scarpette. (RE),Caregiver voc,,1.0,0.9200000000000017,within person
316,1006,51.945,52.837,xxx,Caregiver voc,,3.0,0.8190000000000026,within person
317,60,52.018,56.937,"che fa l’elefante? guarda c’e’ anche un topolino (DA) guarda com’è piccolo (DA) piccolino, eh	(RE	C)",Caregiver voc,,2.0,4.802999999999997,within person
318,1,52.134,52.95,prendila in braccio (DA),Caregiver voc,,1.0,0.5519999999999996,within person
319,1004,52.398,53.929,metti a posto il cucchiaino (DA),Caregiver voc,,3.0,1.3230000000000004,within person
320,1001,52.606,55.292,Ettore metti questo a mamma dai	 (NC DA C),Caregiver voc,,3.0,2.6300000000000026,within person
321,1002,52.662,53.806,pronto? (telefono) (CW),Infant voc,,3.0,0.9309999999999974,cg-infant
322,10,52.875,53.29,oh,Infant voc,,1.0,0.33800000000000097,within person
323,1,52.952,53.402,è piccola (RE),Caregiver voc,,1.0,0.30100000000000193,infant-cg
324,18,53.101,54.104,Francesco? (NC),Caregiver voc,,1.0,0.9990000000000023,within person
325,1006,53.105,54.991,Guarda guarda guarda quanto è bello	(DA),Caregiver voc,,3.0,1.7710000000000008,within person
326,57,53.22,56.107,"tira, pronti (DA AR)",Caregiver voc,,2.0,2.8389999999999986,within person
327,1007,53.268,55.338,Giriamo (W) Le mucche (RE),Caregiver voc,,3.0,1.936,within person
328,1,53.402,54.506,non sa stare seduta ( - ),Caregiver voc,,1.0,0.9769999999999968,within person
329,1,53.529,55.228,xxx,Infant voc,,1.0,1.5579999999999998,cg-infant
330,10,53.67,54.668,e questo?	(QE),Caregiver voc,,1.0,0.7839999999999989,infant-cg
331,21,53.884,54.543,xxx,Caregiver voc,,1.0,0.3130000000000024,within person
332,64,54.23,60.807,"allora scendi la mamma si è stancata, si è stancata la mamma (DA RM) ",Caregiver voc,,2.0,6.545999999999999,within person
333,1004,54.261,56.607,così mettilo a posto qua dentro il cucchiaino  (C DA),Caregiver voc,,3.0,2.136000000000003,within person
334,52,54.471,55.294,così guarda (DA),Caregiver voc,,2.0,0.5859999999999985,within person
335,10,54.708,55.288,xxx,Infant voc,,1.0,0.1459999999999937,cg-infant
336,61,55.142,56.339,"no, mamma, il bicchiere no	(AD)",Caregiver voc,,2.0,1.1739999999999995,infant-cg
337,22,55.165,56.207,la pappa? (QE),Caregiver voc,,1.0,0.8800000000000026,within person
338,10,55.327,55.936,cos’è questo? (QE),Caregiver voc,,1.0,0.597999999999999,within person
339,1,55.338,55.801,cosa? (QO),Caregiver voc,,1.0,0.23499999999999943,within person
340,59,55.566,56.647,no (C RO),Caregiver voc,,2.0,0.6409999999999982,within person
341,1006,56.006,60.781,Che belle cose che ci sono	 (RE) Che c’è? (QO),Caregiver voc,,3.0,4.574999999999996,within person
342,22,56.206,56.809,xxx,Infant voc,,1.0,0.5169999999999959,cg-infant
343,1,56.292,57.607,xxx,Infant voc,,1.0,1.1460000000000008,within person
344,65,56.461,57.745,"guarda, chi è questo? (DA QE)",Caregiver voc,,2.0,1.2449999999999974,infant-cg
345,1001,56.5,57.731,Metti questo 	(DA),Caregiver voc,,3.0,1.139000000000003,within person
346,57,56.592,63.03,"facciamo così (W), lo rifacciamo pronti oh oh	 (W AR C)",Caregiver voc,,2.0,6.408999999999999,within person
347,10,56.621,57.395,xxx,Infant voc,,1.0,0.4030000000000058,cg-infant
348,22,56.992,57.589,e questa a cosa serve? (QE),Caregiver voc,,1.0,0.5659999999999954,infant-cg
349,1004,57.023,58.31,e beviamo il caffè (W),Caregiver voc,,3.0,1.2469999999999999,within person
350,1002,57.063,59.998,"Parla dai, come dici a mamma “pronto?”	(DA C QA)",Caregiver voc,,3.0,2.7269999999999968,within person
351,61,57.271,58.294,Francesca (NC),Caregiver voc,,2.0,0.9739999999999966,within person
352,18,57.32,58.132,chi è questa? (QE),Caregiver voc,,1.0,0.6969999999999956,within person
353,52,57.435,59.048,eccolo qua (C),Caregiver voc,,2.0,1.6090000000000018,within person
354,22,57.439,58.206,la ta(zz)ssa,Infant voc,,1.0,0.642000000000003,cg-infant
355,60,57.564,60.068,"gira ancora gira, vediamo che c’è (DA	C	W)",Caregiver voc,,2.0,2.4919999999999973,infant-cg
356,10,57.576,60.008,brumbrum@o l’automobile. (OP RE),Caregiver voc,,1.0,1.9939999999999998,within person
357,65,58.014,58.652,pippo (CW),Infant voc,,2.0,0.49799999999999756,cg-infant
358,59,58.154,59.073,xxx,Infant voc,,2.0,0.5579999999999998,within person
359,22,58.515,59.403,la tazza? (QE),Caregiver voc,,1.0,0.7999999999999972,infant-cg
360,1,58.603,59.664,xxx,Infant voc,,1.0,1.033999999999999,cg-infant
361,1004,58.63,60.99,uh ah (verso del bere)	(OP),Caregiver voc,,3.0,2.325000000000003,infant-cg
362,18,58.665,59.267,tata.,Infant voc,,1.0,0.5910000000000011,cg-infant
363,61,58.676,59.04,xxx,Infant voc,,2.0,0.3569999999999993,within person
364,65,58.683,59.85,pippo (RE),Caregiver voc,,2.0,0.8500000000000014,infant-cg
365,1007,59.0,59.801,Apri tu (DA),Caregiver voc,,3.0,0.7150000000000034,within person
366,21,59.086,59.807,xxx,Caregiver voc,,1.0,0.6529999999999987,within person
367,59,59.154,60.235,in crisi (C RO),Caregiver voc,,2.0,0.9500000000000028,within person
368,18,59.285,60.121,e questo?	 (QE),Caregiver voc,,1.0,0.818000000000005,within person
369,61,59.303,60.065,xxx,Infant voc,,2.0,0.7149999999999963,cg-infant
370,1001,59.35,60.504,qua sopra	( / ),Caregiver voc,,3.0,1.0459999999999994,infant-cg
371,52,59.458,60.264,xxxx,Caregiver voc,,2.0,0.33800000000000097,within person
372,22,59.926,61.048,xxx,Infant voc,,1.0,0.7950000000000017,cg-infant
373,60,60.253,63.005,"guarda, gira la paginetta (DA DA)",Caregiver voc,,2.0,2.723000000000006,infant-cg
374,1002,60.282,62.74,no xxx,Infant voc,,3.0,2.324000000000005,cg-infant
375,1007,60.416,64.352,Apri bravo  (AE) le mucche un’altra volta (RE),Caregiver voc,,3.0,3.683000000000007,infant-cg
376,61,60.669,62.667,mettiamo giù sul tappeto (W),Caregiver voc,,2.0,1.9620000000000033,within person
377,21,60.705,61.605,xxx,Caregiver voc,,1.0,0.8780000000000001,within person
378,59,60.727,61.588,xxxx,Infant voc,,2.0,0.5530000000000044,cg-infant
379,22,61.035,61.871,xxx,Caregiver voc,,1.0,0.41100000000000136,infant-cg
380,52,61.46,63.364,xxx,Infant voc,,2.0,1.786999999999999,cg-infant
381,65,61.577,63.779,"guarda, cosa sono queste? (DA QE)",Caregiver voc,,2.0,2.119000000000007,infant-cg
382,1,61.66,63.102,vuoi che ti leggo il libro? (QM),Caregiver voc,,1.0,1.4399999999999977,within person
383,18,61.662,63.201,cos’è questo l’aereo? (QE),Caregiver voc,,1.0,1.4949999999999974,within person
384,1006,61.706,62.309,Gira gira la pagina (DA),Caregiver voc,,3.0,0.5939999999999941,within person
385,21,61.715,62.246,xxx,Infant voc,,1.0,0.35600000000000165,cg-infant
386,10,61.89,62.612,e questo? (QE),Caregiver voc,,1.0,0.49500000000000455,infant-cg
387,64,62.117,62.426,xxx,Caregiver voc,,2.0,-0.06899999999999551,within person
388,22,62.495,63.117,xxx,Caregiver voc,,1.0,0.5790000000000006,within person
389,21,62.538,63.801,xxx,Caregiver voc,,1.0,1.2520000000000024,within person
390,1004,62.549,63.014,xxx,Caregiver voc,,3.0,0.4160000000000039,within person
391,1001,62.598,64.991,Bravo bravo! (applauso)	(AE),Caregiver voc,,3.0,2.299999999999997,within person
392,59,62.691,64.117,oh visto? (C QA),Caregiver voc,,2.0,1.3500000000000014,within person
393,1002,62.767,64.262,"E chiama Giuseppe, dai	 (DA C)",Caregiver voc,,3.0,1.1649999999999991,within person
394,1006,63.097,65.481,La mucca (RE) Guarda la mucca (DA),Caregiver voc,,3.0,2.3699999999999974,within person
395,61,63.111,64.737,io nascondo le scarpe (RM),Caregiver voc,,2.0,1.5329999999999941,within person
396,60,63.204,66.786,"gira un po’ la pagina, che vediamo cosa c’è di la se ci sono animali ( -  W RE)",Caregiver voc,,2.0,3.3770000000000024,within person
397,22,63.409,64.098,xxx,Infant voc,,1.0,0.3359999999999985,cg-infant
398,64,63.762,65.404,non vuoi vedere xxx la mamma? (QA I) ,Caregiver voc,,2.0,1.5189999999999984,infant-cg
399,57,63.885,71.933,"su metti su, metti su, metti (DA C)",Caregiver voc,,2.0,7.932000000000002,within person
400,10,64.001,64.892,piopio@o (CWOP),Infant voc,,1.0,0.8309999999999889,cg-infant
401,1004,64.061,65.07,xxx,Caregiver voc,,3.0,0.8780000000000001,infant-cg
402,1,64.192,64.603,mmm? (AN),Caregiver voc,,1.0,0.333999999999989,within person
403,1002,64.269,65.907,xxx,Infant voc,,3.0,1.5300000000000011,cg-infant
404,1007,64.377,64.974,xxx,Infant voc,,3.0,0.472999999999999,within person
405,22,64.501,64.918,xxx,Caregiver voc,,1.0,0.31800000000001205,infant-cg
406,1,64.6,65.004,sì (CW),Infant voc,,1.0,0.3790000000000049,cg-infant
407,21,64.625,65.483,tata,Infant voc,,1.0,0.7880000000000109,within person
408,18,64.695,65.795,cos’è questo? (QE),Caregiver voc,,1.0,0.9860000000000042,infant-cg
409,22,64.809,65.481,xxx,Infant voc,,1.0,0.5739999999999981,cg-infant
410,52,64.907,68.586,"mi versi tu il the, dov’è la tazzina? Qui (QA QE C)",Caregiver voc,,2.0,3.674999999999997,infant-cg
411,10,64.911,65.668,piopio@o. (RE),Caregiver voc,,1.0,0.5280000000000058,within person
412,61,65.14,65.571,xxx,Infant voc,,2.0,0.2749999999999915,cg-infant
413,1,65.296,65.889,sì vieni (C DA),Caregiver voc,,1.0,0.5619999999999976,infant-cg
414,65,65.327,65.935,xxx,Infant voc,,2.0,0.39400000000000546,cg-infant
415,21,65.541,66.617,e questo,Caregiver voc,,1.0,1.0330000000000013,infant-cg
416,61,65.584,68.808,E io nascondo le scarpe	( - ) ecco Francesca non le vedi più (C NC RA),Caregiver voc,,2.0,3.2010000000000076,within person
417,1007,65.607,66.289,Chiudi (DA),Caregiver voc,,3.0,0.6400000000000006,within person
418,1004,65.649,68.816,Adesso mangiamo il pasticcino (W) Vogliamo mangiare il pasticcino? (W),Caregiver voc,,3.0,3.0760000000000076,within person
419,22,65.74,66.276,xxx,Caregiver voc,,1.0,0.31799999999999784,within person
420,65,65.958,67.274,e cosa fanno? (QE),Caregiver voc,,2.0,1.171999999999997,within person
421,64,66.102,67.634,dai scendi che ti do un bacino (DA RM) ,Caregiver voc,,2.0,1.3689999999999998,within person
422,1001,66.265,68.429,Piglia questo a mamma prendi mettilo giù		(DA C DA C),Caregiver voc,,3.0,2.1069999999999993,within person
423,1006,66.322,68.332,Mm mm (OP),Caregiver voc,,3.0,1.9329999999999927,within person
424,1,66.399,67.008,xxx,Infant voc,,1.0,0.5159999999999911,cg-infant
425,61,66.492,67.879,xxx,Infant voc,,2.0,1.2720000000000056,within person
426,1007,66.607,67.463,apri (DA),Caregiver voc,,3.0,0.6989999999999981,infant-cg
427,59,66.764,68.117,ok libro? (C QE),Caregiver voc,,2.0,1.3089999999999975,within person
428,10,66.808,68.269,telefoniamo alla nonna? (W),Caregiver voc,,1.0,1.2340000000000089,within person
429,60,67.035,72.398,"Lorenzo ascolta, gira dai che vediamo un po’ cosa c’è qua (NC	DA	DA	C W)",Caregiver voc,,2.0,5.305999999999997,within person
430,22,67.092,67.914,xxx,Caregiver voc,,1.0,0.21600000000000819,within person
431,22,67.698,68.625,xxx,Infant voc,,1.0,0.8580000000000041,cg-infant
432,64,67.767,69.015,: me lo dai anche tu?	(QA) ,Caregiver voc,,2.0,1.1880000000000024,infant-cg
433,21,67.827,68.956,te(s)ta,Infant voc,,1.0,0.9270000000000067,cg-infant
434,65,68.029,69.096,che cosa fanno Tomi? ( - NC),Caregiver voc,,2.0,0.9860000000000042,infant-cg
435,1007,68.11,68.861,xxx,Infant voc,,3.0,0.3410000000000082,cg-infant
436,1,68.52,69.208,vieni qui ( - ),Caregiver voc,,1.0,0.6410000000000053,infant-cg
437,22,68.567,70.389,xxx,Caregiver voc,,1.0,1.7749999999999915,within person
438,1007,68.614,69.645,Apri (AE),Caregiver voc,,3.0,1.0289999999999964,within person
439,10,68.616,69.206,no(n)na (CW),Infant voc,,1.0,0.5880000000000081,cg-infant
440,1001,68.618,72.011,Ettore dai Ettore prendi questo a mamma (NC C NC DA C),Caregiver voc,,3.0,2.8789999999999907,infant-cg
441,1004,69.132,70.598,Prendi un biscottino (DA),Caregiver voc,,3.0,1.4519999999999982,within person
442,10,69.146,70.813,pronto nonna? (AG),Caregiver voc,,1.0,1.269999999999996,within person
443,1006,69.543,71.389,I fiori guarda (RE),Caregiver voc,,3.0,1.399000000000001,within person
444,1007,69.99,71.143,bravo (AE),Caregiver voc,,3.0,1.144999999999996,within person
445,64,69.998,71.109,: me lo dai anche tu?	(QA),Caregiver voc,,2.0,1.0429999999999922,within person
446,21,70.066,72.006,In testa ha il cappello (RE),Caregiver voc,,1.0,1.5210000000000008,within person
447,18,70.485,71.748,cos’è questo? ( -),Caregiver voc,,1.0,1.0940000000000083,within person
448,22,70.654,71.203,a(cq)ua,Infant voc,,1.0,0.49800000000000466,cg-infant
449,1,70.705,71.106,allora (C),Caregiver voc,,1.0,0.3049999999999926,infant-cg
450,1004,70.801,72.407,No prendi il biscottino aspetta (C DA),Caregiver voc,,3.0,1.5829999999999984,within person
451,10,70.824,71.796,pronto?,Caregiver voc,,1.0,0.679000000000002,within person
452,61,71.117,73.47,xxx,Infant voc,,2.0,2.094999999999999,cg-infant
453,59,71.375,74.411,che è chi è? fammi vedere (QE DA),Caregiver voc,,2.0,3.003,infant-cg
454,1007,71.408,73.439,Giriamo un po’ vediamo quello che ci sta (W W),Caregiver voc,,3.0,2.0039999999999907,within person
455,1002,71.435,72.804,Chiama Giuseppe dai		 (DA C),Caregiver voc,,3.0,1.2549999999999955,within person
456,1006,71.549,72.746,quante belle cose	(DA),Caregiver voc,,3.0,0.8840000000000003,within person
457,22,71.862,72.803,xxx,Caregiver voc,,1.0,0.8889999999999958,within person
458,1,71.914,72.488,questo (RE),Caregiver voc,,1.0,0.47700000000000387,within person
459,1001,72.011,73.691,Mettilo qua dentro (DA),Caregiver voc,,3.0,1.100999999999999,within person
460,57,72.59,73.506,[risata],Infant voc,,2.0,0.9060000000000059,cg-infant
461,60,72.6,74.342,guarda la giraffa Lorenzo (DA	NC),Caregiver voc,,2.0,1.6679999999999922,infant-cg
462,1004,72.674,74.205,Prendi il biscotto ( / ),Caregiver voc,,3.0,1.2579999999999956,within person
463,1006,72.947,73.579,xxx,Caregiver voc,,3.0,0.38299999999999557,within person
464,1,73.196,75.14,eh no ma male (CW),Infant voc,,1.0,1.8469999999999942,cg-infant
465,18,73.293,75.184,oh che bravo checco (C AE NC),Caregiver voc,,1.0,1.7019999999999982,infant-cg
466,22,73.482,76.404,a chi hai fatto assaggiare il caffe l’altra volta (QA),Caregiver voc,,1.0,2.902000000000001,within person
467,1002,73.502,74.326,Come no? (QA),Caregiver voc,,3.0,0.806999999999988,within person
468,1007,73.519,76.005,Uh gli scatoloni (C RE),Caregiver voc,,3.0,2.301000000000002,within person
469,10,73.704,74.788,ti passo Mariella. (RM NC),Caregiver voc,,1.0,0.8780000000000001,within person
470,57,73.91,75.5,oppla su (C),Caregiver voc,,2.0,1.426000000000002,within person
471,21,74.074,75.407,teeeestaaa,Infant voc,,1.0,0.9699999999999989,cg-infant
472,1006,74.437,75.173,xxx,Caregiver voc,,3.0,0.6230000000000047,infant-cg
473,23,74.55,75.459,è una bici? (QE),Caregiver voc,,1.0,0.7530000000000001,within person
474,65,74.706,76.1,fallo arrivare qui il treno	(DA),Caregiver voc,,2.0,1.3719999999999999,within person
475,60,74.728,80.135,"guarda la giraffa, la giraffa	(DA RE)",Caregiver voc,,2.0,5.3700000000000045,within person
476,61,74.765,75.964,sul tappeto (RE),Caregiver voc,,2.0,1.1400000000000006,within person
477,1006,74.824,75.274,xxx,Infant voc,,3.0,0.37699999999999534,cg-infant
478,59,74.897,76.985,fammi vedere che è questa (C),Caregiver voc,,2.0,1.8220000000000027,infant-cg
479,1,75.163,76.17,ti fa male? (QO),Caregiver voc,,1.0,0.9740000000000038,within person
480,1004,75.196,75.934,Prendi  (C),Caregiver voc,,3.0,0.6299999999999955,within person
481,1006,75.304,76.155,La frutta (RE),Caregiver voc,,3.0,0.5649999999999977,within person
482,57,75.59,78.05,xxx,Infant voc,,2.0,2.4569999999999936,cg-infant
483,23,75.593,76.07,si (CW),Infant voc,,1.0,0.33799999999999386,within person
484,64,75.732,76.979,me lo dai un bacino? ,Caregiver voc,,2.0,1.1440000000000055,infant-cg
485,18,75.835,76.964,cos’è questo? (QE),Caregiver voc,,1.0,1.0489999999999924,within person
486,21,75.915,76.604,e queste? (QE),Caregiver voc,,1.0,0.5330000000000013,within person
487,23,76.071,77.001,o una moto?		(QE),Caregiver voc,,1.0,0.8400000000000034,within person
488,61,76.161,76.824,xxx,Infant voc,,2.0,0.6119999999999948,cg-infant
489,1004,76.212,77.0,e prendi (DA),Caregiver voc,,3.0,0.7480000000000047,infant-cg
490,1001,76.252,77.266,mm bravo	(C AE),Caregiver voc,,3.0,0.9650000000000034,within person
491,59,76.301,78.345,xxx,Infant voc,,2.0,2.024000000000001,cg-infant
492,1,76.321,76.546,sì ,Infant voc,,1.0,-0.13799999999999102,within person
493,1007,76.684,77.486,Guarda (DA),Caregiver voc,,3.0,0.7820000000000107,infant-cg
494,22,76.704,78.393,a(cq)ua,Infant voc,,1.0,1.5829999999999984,cg-infant
495,10,76.81,77.266,no (CW),Infant voc,,1.0,0.3650000000000091,within person
496,1,76.901,79.209,spetta spetta che mettiamo apposto qui. (DA W),Caregiver voc,,1.0,2.14200000000001,infant-cg
497,65,77.067,78.003,fallo arrivare qui (C),Caregiver voc,,2.0,0.9000000000000057,within person
498,1004,77.103,79.598,No così guarda am!	(AD DA OP),Caregiver voc,,3.0,2.486000000000004,within person
499,23,77.112,77.992,na bici.	(CW),Infant voc,,1.0,0.8430000000000035,cg-infant
500,21,77.149,77.75,pepe,Infant voc,,1.0,0.563999999999993,within person
501,61,77.186,81.103,"vuoi venire sul tappeto? (QA) giochiamo a Jack va in cucina, Jack va in cucina (W)",Caregiver voc,,2.0,3.823999999999998,infant-cg
502,10,77.279,77.817,no? (C),Caregiver voc,,1.0,0.4959999999999951,within person
